latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
61.998028,10.006897,801.0,0,GMT,GMT

time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),rain (mm),cloud_cover (%)
2019-01-01T00:00,-2.8,77,0.00,0.00,33
2019-01-01T01:00,-2.7,76,0.00,0.00,79
2019-01-01T02:00,-7.0,84,0.10,0.00,97
2019-01-01T03:00,-5.8,83,0.10,0.00,88
2019-01-01T04:00,-5.9,83,0.10,0.00,76
2019-01-01T05:00,-2.0,78,0.30,0.00,89
2019-01-01T06:00,-4.0,83,0.20,0.00,100
2019-01-01T07:00,-1.1,85,0.80,0.00,100
2019-01-01T08:00,-0.4,85,0.90,0.00,99
2019-01-01T09:00,-0.3,83,1.10,0.00,100
2019-01-01T10:00,-0.5,80,0.90,0.00,100
2019-01-01T11:00,-1.0,79,0.70,0.00,99
2019-01-01T12:00,-1.6,76,0.70,0.00,99
2019-01-01T13:00,-1.8,74,0.30,0.00,90
2019-01-01T14:00,-2.0,72,0.10,0.00,85
2019-01-01T15:00,-2.3,74,0.20,0.00,95
2019-01-01T16:00,-2.7,77,0.20,0.00,81
2019-01-01T17:00,-3.3,75,0.10,0.00,88
2019-01-01T18:00,-3.9,75,0.20,0.00,93
2019-01-01T19:00,-3.7,79,0.30,0.00,92
2019-01-01T20:00,-4.6,75,0.30,0.00,87
2019-01-01T21:00,-4.9,74,0.20,0.00,93
2019-01-01T22:00,-5.1,75,0.30,0.00,84
2019-01-01T23:00,-5.1,76,0.30,0.00,83
2019-01-02T00:00,-4.7,78,0.20,0.00,88
2019-01-02T01:00,-4.5,77,0.10,0.00,88
2019-01-02T02:00,-4.5,76,0.10,0.00,74
2019-01-02T03:00,-4.9,76,0.10,0.00,87
2019-01-02T04:00,-5.2,77,0.10,0.00,93
2019-01-02T05:00,-4.9,77,0.00,0.00,93
2019-01-02T06:00,-4.9,77,0.10,0.00,96
2019-01-02T07:00,-4.8,78,0.10,0.00,97
2019-01-02T08:00,-4.6,78,0.10,0.00,98
2019-01-02T09:00,-4.3,78,0.00,0.00,100
2019-01-02T10:00,-4.3,77,0.00,0.00,100
2019-01-02T11:00,-4.3,76,0.00,0.00,96
2019-01-02T12:00,-5.3,75,0.00,0.00,98
2019-01-02T13:00,-4.8,76,0.00,0.00,100
2019-01-02T14:00,-4.3,77,0.00,0.00,100
2019-01-02T15:00,-3.6,77,0.00,0.00,100
2019-01-02T16:00,-3.3,76,0.00,0.00,100
2019-01-02T17:00,-3.4,76,0.00,0.00,100
2019-01-02T18:00,-3.5,79,0.00,0.00,100
2019-01-02T19:00,-3.4,81,0.00,0.00,99
2019-01-02T20:00,-3.3,82,0.00,0.00,100
2019-01-02T21:00,-3.2,83,0.00,0.00,100
2019-01-02T22:00,-2.9,82,0.00,0.00,100
2019-01-02T23:00,-2.1,82,0.00,0.00,100
2019-01-03T00:00,-2.1,84,0.00,0.00,99
2019-01-03T01:00,-1.5,84,0.00,0.00,98
2019-01-03T02:00,-1.1,84,0.00,0.00,100
2019-01-03T03:00,-0.8,85,0.00,0.00,100
2019-01-03T04:00,-0.5,85,0.00,0.00,100
2019-01-03T05:00,0.1,84,0.00,0.00,100
2019-01-03T06:00,0.6,84,0.00,0.00,100
2019-01-03T07:00,0.7,84,0.00,0.00,100
2019-01-03T08:00,1.0,83,0.00,0.00,100
2019-01-03T09:00,0.6,82,0.00,0.00,100
2019-01-03T10:00,0.6,82,0.00,0.00,99
2019-01-03T11:00,0.8,84,0.00,0.00,100
2019-01-03T12:00,0.6,85,0.00,0.00,100
2019-01-03T13:00,0.6,86,0.00,0.00,100
2019-01-03T14:00,0.5,87,0.00,0.00,100
2019-01-03T15:00,0.5,87,0.00,0.00,99
2019-01-03T16:00,0.4,88,0.00,0.00,99
2019-01-03T17:00,0.5,87,0.00,0.00,99
2019-01-03T18:00,0.4,86,0.00,0.00,100
2019-01-03T19:00,0.4,87,0.00,0.00,98
2019-01-03T20:00,0.5,86,0.00,0.00,100
2019-01-03T21:00,0.6,87,0.00,0.00,100
2019-01-03T22:00,0.7,86,0.00,0.00,100
2019-01-03T23:00,0.7,86,0.00,0.00,100
2019-01-04T00:00,0.4,85,0.00,0.00,100
2019-01-04T01:00,1.1,82,0.00,0.00,100
2019-01-04T02:00,1.7,81,0.00,0.00,100
2019-01-04T03:00,1.7,82,0.10,0.00,90
2019-01-04T04:00,1.8,83,0.10,0.00,89
2019-01-04T05:00,2.6,82,0.00,0.00,10
2019-01-04T06:00,2.8,82,0.00,0.00,44
2019-01-04T07:00,3.3,80,0.00,0.00,41
2019-01-04T08:00,3.3,80,0.10,0.10,4
2019-01-04T09:00,2.9,82,0.10,0.10,1
2019-01-04T10:00,3.0,82,0.10,0.10,9
2019-01-04T11:00,3.1,82,0.00,0.00,60
2019-01-04T12:00,3.6,81,0.00,0.00,83
2019-01-04T13:00,3.6,81,0.00,0.00,100
2019-01-04T14:00,3.7,83,0.00,0.00,100
2019-01-04T15:00,3.9,84,0.00,0.00,100
2019-01-04T16:00,4.0,84,0.00,0.00,100
2019-01-04T17:00,4.0,84,0.00,0.00,100
2019-01-04T18:00,4.2,84,0.00,0.00,100
2019-01-04T19:00,4.0,85,0.00,0.00,100
2019-01-04T20:00,3.8,85,0.00,0.00,100
2019-01-04T21:00,3.6,86,0.00,0.00,99
2019-01-04T22:00,3.2,89,0.00,0.00,99
2019-01-04T23:00,2.8,91,0.00,0.00,99
2019-01-05T00:00,2.6,92,0.00,0.00,97
2019-01-05T01:00,2.4,93,0.00,0.00,97
2019-01-05T02:00,2.2,94,0.00,0.00,97
2019-01-05T03:00,1.9,95,0.00,0.00,95
2019-01-05T04:00,1.9,94,0.00,0.00,87
2019-01-05T05:00,1.7,94,0.00,0.00,87
2019-01-05T06:00,1.5,94,0.00,0.00,85
2019-01-05T07:00,1.5,95,0.00,0.00,86
2019-01-05T08:00,1.3,96,0.00,0.00,92
2019-01-05T09:00,1.2,96,0.00,0.00,93
2019-01-05T10:00,1.2,96,0.00,0.00,99
2019-01-05T11:00,1.3,94,0.00,0.00,95
2019-01-05T12:00,1.6,92,0.00,0.00,96
2019-01-05T13:00,1.6,91,0.00,0.00,99
2019-01-05T14:00,1.1,91,0.00,0.00,98
2019-01-05T15:00,1.4,90,0.00,0.00,91
2019-01-05T16:00,1.5,92,0.00,0.00,94
2019-01-05T17:00,1.4,93,0.00,0.00,94
2019-01-05T18:00,1.5,94,0.00,0.00,96
2019-01-05T19:00,1.6,93,0.00,0.00,95
2019-01-05T20:00,1.9,93,0.00,0.00,94
2019-01-05T21:00,2.1,92,0.00,0.00,94
2019-01-05T22:00,2.0,92,0.00,0.00,97
2019-01-05T23:00,2.0,92,0.00,0.00,98
2019-01-06T00:00,1.2,93,0.00,0.00,97
2019-01-06T01:00,1.8,91,0.00,0.00,99
2019-01-06T02:00,1.7,92,0.00,0.00,99
2019-01-06T03:00,1.7,93,0.00,0.00,99
2019-01-06T04:00,2.1,92,0.10,0.10,98
2019-01-06T05:00,2.3,91,0.00,0.00,92
2019-01-06T06:00,2.5,90,0.00,0.00,97
2019-01-06T07:00,2.4,91,0.00,0.00,98
2019-01-06T08:00,1.8,91,0.00,0.00,95
2019-01-06T09:00,2.4,88,0.00,0.00,86
2019-01-06T10:00,2.4,86,0.00,0.00,48
2019-01-06T11:00,1.0,87,0.00,0.00,72
2019-01-06T12:00,1.4,87,0.00,0.00,91
2019-01-06T13:00,1.0,89,0.00,0.00,100
2019-01-06T14:00,1.6,88,0.10,0.10,98
2019-01-06T15:00,-0.4,89,0.00,0.00,98
2019-01-06T16:00,1.5,84,0.00,0.00,85
2019-01-06T17:00,1.6,86,0.00,0.00,82
2019-01-06T18:00,1.0,84,0.00,0.00,64
2019-01-06T19:00,-1.0,84,0.00,0.00,81
2019-01-06T20:00,-2.6,87,0.00,0.00,85
2019-01-06T21:00,-2.4,87,0.00,0.00,95
2019-01-06T22:00,-0.3,83,0.00,0.00,100
2019-01-06T23:00,-4.3,88,0.00,0.00,100
2019-01-07T00:00,-2.9,81,0.00,0.00,92
2019-01-07T01:00,-2.6,79,0.00,0.00,100
2019-01-07T02:00,-3.2,79,0.00,0.00,100
2019-01-07T03:00,-5.1,81,0.00,0.00,100
2019-01-07T04:00,-8.9,87,0.00,0.00,100
2019-01-07T05:00,-8.5,87,0.00,0.00,100
2019-01-07T06:00,-7.6,86,0.00,0.00,100
2019-01-07T07:00,-7.2,86,0.00,0.00,100
2019-01-07T08:00,-6.2,85,0.00,0.00,100
2019-01-07T09:00,-5.1,86,0.10,0.00,100
2019-01-07T10:00,-3.5,86,0.10,0.00,100
2019-01-07T11:00,-2.6,88,0.00,0.00,100
2019-01-07T12:00,-3.0,87,0.00,0.00,100
2019-01-07T13:00,-2.8,87,0.10,0.00,100
2019-01-07T14:00,-2.9,87,0.10,0.00,100
2019-01-07T15:00,-3.2,87,0.20,0.00,100
2019-01-07T16:00,-3.3,86,0.20,0.00,100
2019-01-07T17:00,-3.4,86,0.40,0.00,100
2019-01-07T18:00,-3.5,87,0.50,0.00,100
2019-01-07T19:00,-3.7,88,0.50,0.00,100
2019-01-07T20:00,-4.0,89,0.50,0.00,99
2019-01-07T21:00,-4.5,91,0.50,0.00,99
2019-01-07T22:00,-5.0,92,0.30,0.00,100
2019-01-07T23:00,-4.9,93,0.40,0.00,100
2019-01-08T00:00,-4.5,95,0.50,0.00,100
2019-01-08T01:00,-4.4,95,0.60,0.00,100
2019-01-08T02:00,-4.1,91,0.80,0.00,100
2019-01-08T03:00,-3.7,87,0.60,0.00,100
2019-01-08T04:00,-3.5,85,0.40,0.00,100
2019-01-08T05:00,-3.3,83,0.30,0.00,100
2019-01-08T06:00,-3.2,83,0.20,0.00,100
2019-01-08T07:00,-3.4,84,0.10,0.00,100
2019-01-08T08:00,-3.4,85,0.20,0.00,100
2019-01-08T09:00,-3.2,86,0.20,0.10,100
2019-01-08T10:00,-3.3,86,0.00,0.00,100
2019-01-08T11:00,-3.4,86,0.10,0.00,100
2019-01-08T12:00,-2.8,84,0.10,0.00,100
2019-01-08T13:00,-2.8,83,0.00,0.00,100
2019-01-08T14:00,-3.1,84,0.00,0.00,100
2019-01-08T15:00,-3.3,86,0.10,0.00,96
2019-01-08T16:00,-3.4,84,0.00,0.00,76
2019-01-08T17:00,-3.9,82,0.10,0.00,66
2019-01-08T18:00,-5.1,81,0.00,0.00,44
2019-01-08T19:00,-5.9,82,0.00,0.00,94
2019-01-08T20:00,-5.4,84,0.00,0.00,92
2019-01-08T21:00,-4.9,82,0.00,0.00,90
2019-01-08T22:00,-4.9,82,0.00,0.00,100
2019-01-08T23:00,-4.6,82,0.00,0.00,81
2019-01-09T00:00,-4.7,82,0.00,0.00,95
2019-01-09T01:00,-4.6,82,0.00,0.00,74
2019-01-09T02:00,-5.0,81,0.00,0.00,75
2019-01-09T03:00,-5.1,81,0.00,0.00,76
2019-01-09T04:00,-5.1,80,0.00,0.00,88
2019-01-09T05:00,-5.1,81,0.00,0.00,91
2019-01-09T06:00,-4.9,81,0.00,0.00,87
2019-01-09T07:00,-5.2,82,0.00,0.00,91
2019-01-09T08:00,-5.2,82,0.00,0.00,91
2019-01-09T09:00,-5.1,82,0.00,0.00,100
2019-01-09T10:00,-4.9,81,0.00,0.00,100
2019-01-09T11:00,-4.6,80,0.00,0.00,100
2019-01-09T12:00,-4.3,80,0.00,0.00,100
2019-01-09T13:00,-4.5,80,0.00,0.00,100
2019-01-09T14:00,-5.5,82,0.00,0.00,100
2019-01-09T15:00,-6.1,82,0.00,0.00,100
2019-01-09T16:00,-6.6,83,0.00,0.00,100
2019-01-09T17:00,-6.3,82,0.10,0.00,100
2019-01-09T18:00,-6.5,81,0.10,0.00,100
2019-01-09T19:00,-6.6,82,0.00,0.00,100
2019-01-09T20:00,-6.9,83,0.00,0.00,100
2019-01-09T21:00,-6.8,83,0.10,0.00,100
2019-01-09T22:00,-6.3,83,0.10,0.00,100
2019-01-09T23:00,-5.9,83,0.10,0.00,99
2019-01-10T00:00,-5.9,86,0.20,0.00,98
2019-01-10T01:00,-5.1,87,0.40,0.00,100
2019-01-10T02:00,-4.6,87,0.40,0.00,100
2019-01-10T03:00,-4.2,86,0.10,0.00,99
2019-01-10T04:00,-3.9,86,0.10,0.00,91
2019-01-10T05:00,-4.0,85,0.00,0.00,95
2019-01-10T06:00,-2.9,84,0.00,0.00,95
2019-01-10T07:00,-2.6,84,0.00,0.00,100
2019-01-10T08:00,-1.6,83,0.00,0.00,98
2019-01-10T09:00,-0.7,83,0.00,0.00,100
2019-01-10T10:00,0.3,82,0.00,0.00,98
2019-01-10T11:00,1.0,83,0.00,0.00,86
2019-01-10T12:00,2.9,85,0.00,0.00,98
2019-01-10T13:00,3.7,81,0.00,0.00,100
2019-01-10T14:00,3.6,80,0.00,0.00,100
2019-01-10T15:00,3.6,80,0.00,0.00,100
2019-01-10T16:00,3.6,81,0.00,0.00,100
2019-01-10T17:00,3.4,80,0.00,0.00,100
2019-01-10T18:00,3.6,80,0.00,0.00,100
2019-01-10T19:00,3.8,78,0.00,0.00,100
2019-01-10T20:00,3.5,79,0.00,0.00,100
2019-01-10T21:00,2.9,77,0.00,0.00,100
2019-01-10T22:00,2.2,73,0.00,0.00,100
2019-01-10T23:00,1.5,75,0.00,0.00,95
2019-01-11T00:00,1.0,72,0.00,0.00,70
2019-01-11T01:00,-0.0,70,0.00,0.00,48
2019-01-11T02:00,-0.4,74,0.00,0.00,63
2019-01-11T03:00,-0.8,73,0.00,0.00,54
2019-01-11T04:00,-1.4,73,0.00,0.00,92
2019-01-11T05:00,-1.9,72,0.00,0.00,61
2019-01-11T06:00,-2.8,71,0.00,0.00,98
2019-01-11T07:00,-3.4,72,0.00,0.00,100
2019-01-11T08:00,-4.1,70,0.00,0.00,98
2019-01-11T09:00,-3.9,70,0.00,0.00,100
2019-01-11T10:00,-3.5,70,0.10,0.00,100
2019-01-11T11:00,-3.2,71,0.10,0.00,100
2019-01-11T12:00,-2.5,70,0.10,0.00,100
2019-01-11T13:00,-2.8,72,0.10,0.00,100
2019-01-11T14:00,-2.7,71,0.00,0.00,99
2019-01-11T15:00,-3.1,71,0.00,0.00,100
2019-01-11T16:00,-3.3,72,0.00,0.00,100
2019-01-11T17:00,-3.1,74,0.00,0.00,100
2019-01-11T18:00,-2.8,75,0.00,0.00,100
2019-01-11T19:00,-3.1,76,0.00,0.00,99
2019-01-11T20:00,-3.2,76,0.00,0.00,100
2019-01-11T21:00,-3.7,76,0.00,0.00,100
2019-01-11T22:00,-3.9,76,0.00,0.00,99
2019-01-11T23:00,-4.1,78,0.00,0.00,98
2019-01-12T00:00,-3.7,78,0.00,0.00,99
2019-01-12T01:00,-3.7,80,0.00,0.00,96
2019-01-12T02:00,-3.8,81,0.00,0.00,99
2019-01-12T03:00,-4.2,81,0.00,0.00,99
2019-01-12T04:00,-5.1,82,0.00,0.00,99
2019-01-12T05:00,-5.4,82,0.00,0.00,99
2019-01-12T06:00,-5.6,81,0.00,0.00,100
2019-01-12T07:00,-6.7,83,0.00,0.00,100
2019-01-12T08:00,-6.0,82,0.00,0.00,100
2019-01-12T09:00,-5.7,83,0.10,0.00,100
2019-01-12T10:00,-5.6,84,0.10,0.00,100
2019-01-12T11:00,-5.7,86,0.10,0.00,98
2019-01-12T12:00,-6.4,84,0.00,0.00,99
2019-01-12T13:00,-7.1,86,0.00,0.00,87
2019-01-12T14:00,-8.0,84,0.00,0.00,10
2019-01-12T15:00,-10.3,87,0.00,0.00,11
2019-01-12T16:00,-12.0,87,0.00,0.00,30
2019-01-12T17:00,-12.5,85,0.00,0.00,43
2019-01-12T18:00,-12.7,84,0.00,0.00,2
2019-01-12T19:00,-12.9,82,0.00,0.00,0
2019-01-12T20:00,-12.9,82,0.00,0.00,0
2019-01-12T21:00,-13.3,82,0.00,0.00,84
2019-01-12T22:00,-13.4,82,0.00,0.00,98
2019-01-12T23:00,-13.4,81,0.00,0.00,100
2019-01-13T00:00,-11.3,77,0.00,0.00,100
2019-01-13T01:00,-9.4,79,0.00,0.00,100
2019-01-13T02:00,-7.9,79,0.00,0.00,100
2019-01-13T03:00,-6.8,82,0.10,0.00,100
2019-01-13T04:00,-6.6,84,0.10,0.00,100
2019-01-13T05:00,-5.3,85,0.30,0.00,100
2019-01-13T06:00,-5.0,86,0.10,0.00,98
2019-01-13T07:00,-5.8,85,0.00,0.00,97
2019-01-13T08:00,-5.2,83,0.10,0.00,97
2019-01-13T09:00,-6.3,84,0.00,0.00,8
2019-01-13T10:00,-7.1,85,0.00,0.00,92
2019-01-13T11:00,-5.0,84,0.00,0.00,85
2019-01-13T12:00,-4.2,76,0.00,0.00,66
2019-01-13T13:00,-5.1,74,0.00,0.00,99
2019-01-13T14:00,-5.6,74,0.10,0.00,92
2019-01-13T15:00,-5.8,73,0.10,0.00,100
2019-01-13T16:00,-6.3,73,0.10,0.00,95
2019-01-13T17:00,-7.0,73,0.00,0.00,96
2019-01-13T18:00,-7.3,73,0.00,0.00,94
2019-01-13T19:00,-7.9,71,0.00,0.00,88
2019-01-13T20:00,-8.2,68,0.10,0.00,88
2019-01-13T21:00,-8.6,66,0.10,0.00,75
2019-01-13T22:00,-9.1,66,0.10,0.00,73
2019-01-13T23:00,-9.3,66,0.10,0.00,76
2019-01-14T00:00,-10.0,67,0.10,0.00,94
2019-01-14T01:00,-9.9,67,0.00,0.00,92
2019-01-14T02:00,-9.3,65,0.10,0.00,0
2019-01-14T03:00,-8.8,65,0.10,0.00,99
2019-01-14T04:00,-7.6,68,0.10,0.00,100
2019-01-14T05:00,-7.0,69,0.40,0.00,100
2019-01-14T06:00,-6.9,69,0.80,0.00,100
2019-01-14T07:00,-7.0,68,0.20,0.00,100
2019-01-14T08:00,-5.9,74,0.30,0.00,100
2019-01-14T09:00,-5.5,82,0.50,0.00,99
2019-01-14T10:00,-5.3,77,0.60,0.00,100
2019-01-14T11:00,-5.1,76,0.30,0.00,99
2019-01-14T12:00,-5.3,69,0.20,0.00,98
2019-01-14T13:00,-5.3,71,0.30,0.00,99
2019-01-14T14:00,-5.5,72,0.20,0.00,99
2019-01-14T15:00,-5.7,72,0.20,0.00,98
2019-01-14T16:00,-5.9,70,0.10,0.00,95
2019-01-14T17:00,-6.3,69,0.10,0.00,87
2019-01-14T18:00,-6.6,70,0.10,0.00,95
2019-01-14T19:00,-6.8,71,0.10,0.00,90
2019-01-14T20:00,-6.8,71,0.10,0.00,95
2019-01-14T21:00,-6.8,71,0.10,0.00,48
2019-01-14T22:00,-7.7,71,0.00,0.00,17
2019-01-14T23:00,-9.4,74,0.00,0.00,18
2019-01-15T00:00,-12.5,77,0.00,0.00,24
2019-01-15T01:00,-13.8,80,0.00,0.00,68
2019-01-15T02:00,-15.1,84,0.00,0.00,54
2019-01-15T03:00,-14.9,84,0.00,0.00,0
2019-01-15T04:00,-11.6,77,0.00,0.00,97
2019-01-15T05:00,-10.3,71,0.00,0.00,99
2019-01-15T06:00,-14.4,76,0.00,0.00,100
2019-01-15T07:00,-13.4,75,0.00,0.00,100
2019-01-15T08:00,-12.6,73,0.00,0.00,100
2019-01-15T09:00,-11.5,73,0.10,0.00,100
2019-01-15T10:00,-11.2,78,0.40,0.00,100
2019-01-15T11:00,-10.7,80,0.40,0.00,99
2019-01-15T12:00,-10.3,82,0.20,0.00,100
2019-01-15T13:00,-10.1,83,0.60,0.00,100
2019-01-15T14:00,-10.2,83,0.30,0.00,100
2019-01-15T15:00,-9.7,82,0.10,0.00,100
2019-01-15T16:00,-10.2,84,0.00,0.00,92
2019-01-15T17:00,-10.9,82,0.00,0.00,88
2019-01-15T18:00,-10.1,79,0.00,0.00,25
2019-01-15T19:00,-10.6,80,0.00,0.00,7
2019-01-15T20:00,-11.4,82,0.00,0.00,60
2019-01-15T21:00,-12.2,85,0.00,0.00,87
2019-01-15T22:00,-17.2,92,0.00,0.00,91
2019-01-15T23:00,-17.0,90,0.00,0.00,99
2019-01-16T00:00,-13.9,87,0.00,0.00,100
2019-01-16T01:00,-16.7,89,0.00,0.00,57
2019-01-16T02:00,-17.4,89,0.00,0.00,100
2019-01-16T03:00,-15.9,82,0.00,0.00,100
2019-01-16T04:00,-13.3,80,0.00,0.00,100
2019-01-16T05:00,-12.5,81,0.10,0.00,100
2019-01-16T06:00,-11.9,82,0.10,0.00,100
2019-01-16T07:00,-10.8,82,0.20,0.00,100
2019-01-16T08:00,-10.7,84,0.50,0.00,100
2019-01-16T09:00,-10.1,84,0.70,0.00,100
2019-01-16T10:00,-9.5,82,0.90,0.00,100
2019-01-16T11:00,-9.5,80,0.70,0.00,100
2019-01-16T12:00,-9.9,81,0.30,0.00,100
2019-01-16T13:00,-9.8,82,0.40,0.00,100
2019-01-16T14:00,-10.0,86,0.50,0.00,100
2019-01-16T15:00,-10.9,88,0.10,0.00,33
2019-01-16T16:00,-10.9,88,0.00,0.00,13
2019-01-16T17:00,-15.0,86,0.00,0.00,3
2019-01-16T18:00,-15.3,84,0.00,0.00,3
2019-01-16T19:00,-15.9,86,0.00,0.00,7
2019-01-16T20:00,-15.9,87,0.00,0.00,1
2019-01-16T21:00,-16.1,87,0.00,0.00,2
2019-01-16T22:00,-16.1,87,0.00,0.00,19
2019-01-16T23:00,-16.3,88,0.00,0.00,84
2019-01-17T00:00,-11.0,81,0.00,0.00,57
2019-01-17T01:00,-14.5,90,0.00,0.00,92
2019-01-17T02:00,-14.4,87,0.00,0.00,97
2019-01-17T03:00,-12.6,84,0.10,0.00,99
2019-01-17T04:00,-10.4,80,0.10,0.00,100
2019-01-17T05:00,-8.9,76,0.10,0.00,99
2019-01-17T06:00,-9.0,80,0.20,0.00,100
2019-01-17T07:00,-9.0,84,0.10,0.00,100
2019-01-17T08:00,-9.2,80,0.00,0.00,98
2019-01-17T09:00,-9.2,78,0.00,0.00,91
2019-01-17T10:00,-9.9,78,0.00,0.00,76
2019-01-17T11:00,-10.8,75,0.00,0.00,98
2019-01-17T12:00,-9.8,74,0.10,0.00,75
2019-01-17T13:00,-9.0,71,0.10,0.00,93
2019-01-17T14:00,-8.9,64,0.10,0.00,94
2019-01-17T15:00,-8.4,74,0.10,0.00,85
2019-01-17T16:00,-8.5,76,0.10,0.00,89
2019-01-17T17:00,-8.5,75,0.00,0.00,89
2019-01-17T18:00,-9.3,76,0.10,0.00,57
2019-01-17T19:00,-9.1,75,0.10,0.00,57
2019-01-17T20:00,-9.7,76,0.10,0.00,41
2019-01-17T21:00,-10.3,75,0.10,0.00,49
2019-01-17T22:00,-11.3,77,0.10,0.00,51
2019-01-17T23:00,-11.8,78,0.00,0.00,52
2019-01-18T00:00,-13.3,78,0.00,0.00,10
2019-01-18T01:00,-11.1,75,0.00,0.00,0
2019-01-18T02:00,-10.8,72,0.00,0.00,97
2019-01-18T03:00,-11.5,75,0.00,0.00,96
2019-01-18T04:00,-11.1,74,0.00,0.00,87
2019-01-18T05:00,-10.0,74,0.00,0.00,17
2019-01-18T06:00,-11.0,78,0.00,0.00,100
2019-01-18T07:00,-9.9,77,0.10,0.00,90
2019-01-18T08:00,-9.2,78,0.00,0.00,60
2019-01-18T09:00,-11.1,79,0.00,0.00,63
2019-01-18T10:00,-11.3,80,0.00,0.00,84
2019-01-18T11:00,-10.4,80,0.00,0.00,21
2019-01-18T12:00,-9.9,80,0.00,0.00,11
2019-01-18T13:00,-8.7,75,0.00,0.00,2
2019-01-18T14:00,-9.4,74,0.00,0.00,0
2019-01-18T15:00,-10.9,76,0.00,0.00,38
2019-01-18T16:00,-12.2,78,0.00,0.00,39
2019-01-18T17:00,-13.3,79,0.00,0.00,35
2019-01-18T18:00,-13.8,80,0.00,0.00,39
2019-01-18T19:00,-14.9,81,0.00,0.00,37
2019-01-18T20:00,-15.0,81,0.00,0.00,28
2019-01-18T21:00,-15.8,79,0.00,0.00,0
2019-01-18T22:00,-17.1,77,0.00,0.00,36
2019-01-18T23:00,-16.8,75,0.00,0.00,27
2019-01-19T00:00,-16.5,79,0.00,0.00,65
2019-01-19T01:00,-12.6,77,0.10,0.00,98
2019-01-19T02:00,-11.1,79,0.10,0.00,98
2019-01-19T03:00,-11.9,82,0.10,0.00,100
2019-01-19T04:00,-11.0,81,0.20,0.00,99
2019-01-19T05:00,-11.4,81,0.20,0.00,100
2019-01-19T06:00,-9.8,81,0.20,0.00,99
2019-01-19T07:00,-8.7,83,0.10,0.00,89
2019-01-19T08:00,-7.7,82,0.00,0.00,98
2019-01-19T09:00,-6.8,78,0.00,0.00,69
2019-01-19T10:00,-6.7,73,0.00,0.00,90
2019-01-19T11:00,-7.3,74,0.00,0.00,100
2019-01-19T12:00,-6.7,72,0.10,0.00,98
2019-01-19T13:00,-7.3,73,0.00,0.00,88
2019-01-19T14:00,-7.8,75,0.00,0.00,100
2019-01-19T15:00,-7.8,77,0.10,0.00,90
2019-01-19T16:00,-8.8,81,0.10,0.00,86
2019-01-19T17:00,-8.9,82,0.10,0.00,98
2019-01-19T18:00,-8.6,82,0.10,0.00,97
2019-01-19T19:00,-8.4,82,0.10,0.00,91
2019-01-19T20:00,-9.5,85,0.10,0.00,93
2019-01-19T21:00,-9.6,85,0.10,0.00,95
2019-01-19T22:00,-9.2,84,0.10,0.00,80
2019-01-19T23:00,-10.1,84,0.10,0.00,82
2019-01-20T00:00,-11.0,82,0.10,0.00,85
2019-01-20T01:00,-9.8,80,0.10,0.00,98
2019-01-20T02:00,-8.7,80,0.10,0.00,92
2019-01-20T03:00,-9.4,82,0.00,0.00,92
2019-01-20T04:00,-10.4,83,0.00,0.00,98
2019-01-20T05:00,-10.3,82,0.00,0.00,100
2019-01-20T06:00,-10.4,82,0.00,0.00,100
2019-01-20T07:00,-10.6,81,0.00,0.00,99
2019-01-20T08:00,-11.5,81,0.00,0.00,99
2019-01-20T09:00,-12.9,82,0.00,0.00,94
2019-01-20T10:00,-12.8,80,0.00,0.00,55
2019-01-20T11:00,-14.4,82,0.00,0.00,25
2019-01-20T12:00,-16.3,78,0.00,0.00,59
2019-01-20T13:00,-16.9,79,0.00,0.00,16
2019-01-20T14:00,-17.2,79,0.00,0.00,34
2019-01-20T15:00,-17.9,80,0.00,0.00,68
2019-01-20T16:00,-19.1,81,0.00,0.00,73
2019-01-20T17:00,-19.5,81,0.00,0.00,65
2019-01-20T18:00,-19.9,81,0.00,0.00,19
2019-01-20T19:00,-20.0,80,0.00,0.00,2
2019-01-20T20:00,-20.3,79,0.00,0.00,0
2019-01-20T21:00,-19.8,76,0.00,0.00,55
2019-01-20T22:00,-18.2,70,0.00,0.00,99
2019-01-20T23:00,-16.3,64,0.00,0.00,99
2019-01-21T00:00,-16.1,70,0.00,0.00,99
2019-01-21T01:00,-15.5,68,0.00,0.00,100
2019-01-21T02:00,-15.3,70,0.00,0.00,100
2019-01-21T03:00,-14.9,72,0.00,0.00,100
2019-01-21T04:00,-14.6,75,0.00,0.00,100
2019-01-21T05:00,-15.6,82,0.00,0.00,100
2019-01-21T06:00,-14.5,84,0.00,0.00,99
2019-01-21T07:00,-14.4,84,0.00,0.00,99
2019-01-21T08:00,-13.7,84,0.00,0.00,100
2019-01-21T09:00,-12.6,85,0.00,0.00,98
2019-01-21T10:00,-10.3,83,0.00,0.00,85
2019-01-21T11:00,-9.2,81,0.00,0.00,74
2019-01-21T12:00,-6.7,80,0.00,0.00,78
2019-01-21T13:00,-6.1,78,0.00,0.00,41
2019-01-21T14:00,-6.2,78,0.00,0.00,47
2019-01-21T15:00,-7.0,80,0.00,0.00,51
2019-01-21T16:00,-11.0,85,0.00,0.00,56
2019-01-21T17:00,-11.7,85,0.00,0.00,31
2019-01-21T18:00,-13.2,87,0.00,0.00,7
